codTrafo,dirTrafo,latTrafo,lngTrafo,potencia,potenciaDisponible,potenciaSoliAprobadas,potenciaNeta,demandaEnergiaUno,energiaEntregarHora,energiaDisponible,pctPotencia,pctEnergia,fases,codCircuito,circuito,codSubE,codBarrio,codCiudad,codPropietario,formTrafo,nodoTrafo,codTrafoDis,codigoTipoApoyo,demandaEnergiaDos,energiaEntregarHoraPico
E18465,C 56G       49B      32                          -,3.392005,-76.507621,75,37.5,0,37.5,18.34,0,18.34,0.0,0.0,3,10 317,17,10 ,001,01,E,,2210371,22908,01,28.37,0
E16666,C 48A       90       60                          -,3.377202,-76.515612,112.5,56.25,0,56.25,22.62,0,22.62,0.0,0.0,3,16 315,15,16 ,001,01,E,,1475240,20466,01,41.11,0
E20903,C 48        99       20                          0,3.367747,-76.517032,400,200.0,0,200.0,80.41,0,80.41,0.0,0.0,3,16 315,15,16 ,001,01,1,,2407001,26386,07,146.17,0
E12718,CRA 85 CALLE 14A - 85,3.3826,-76.531051,112.5,56.25,0,56.25,29.83,0,29.83,0.0,0.0,3,16 309,9,16 ,249,01,E,NIVELII,1132881,21600,01,35.79,0
E10202,CALLE 45 N 83,3.385689,-76.518455,112.5,56.25,0,56.25,34.94,0,34.94,0.0,0.0,3,16 314,14,16 ,245,01,E,NIVELII,5009758,9173,01,37.46,0
E10315,CRA 85A N 33-97,3.381658,-76.520681,112.5,56.25,0,56.25,34.94,0,34.94,0.0,0.0,3,16 314,14,16 ,245,01,E,NIVELII,5041481,9189,01,37.46,0
E7885,CALLE 9 N? 74-28,3.391014,-76.543417,75,37.5,0,37.5,12.11,0,12.11,0.0,0.0,3,16 303,3,16 ,252,01,E,NIVELII,1234374,8113,01,25.7,0
E10355,Cra 68B No 26-59,3.395653,-76.521471,112.5,56.25,0,56.25,20.34,0,20.34,0.0,0.0,3,16 311,11,16 ,237,01,E,NIVELII,5047650,8988,01,41.83,0
P6501,AVD CASCAJAL 106-100,3.361538,-76.531752,150,75.0,0,75.0,22.45,0,22.45,0.0,0.0,3,20 302,2,20 ,261,01,P,NIVELII,5130522,11417,07,22.45,0
P11414,CR6 6-65,3.37569,-76.540975,75,37.5,0,37.5,20.13,0,20.13,0.0,0.0,3,20 304,4,20 ,239,01,P,NIVELII,5188342,19071,01,20.95,0
E10707,CRA 73 N? 3C-65,3.392,-76.547045,75,37.5,0,37.5,12.11,0,12.11,0.0,0.0,3,16 303,3,16 ,266,01,E,NIVELII,1108131,23297,01,25.7,0
P8151,PARQUE QUINTAS,3.38966,-76.535004,225,112.5,0,112.5,36.33,0,36.33,0.0,0.0,3,16 303,3,16 ,251,01,P,NIVELII,5239397,8215,07,77.1,0
E17782,C 18        69       30                          -,3.396506,-76.526163,150,75.0,0,75.0,36.05,0,36.05,0.0,0.0,3,16 317,17,16 ,001,01,E,,2003937,20843,01,36.05,0
E6926,C la maria Av piedra grande,3.357856,-76.538499,75,37.5,0,37.5,16.77,0,16.77,0.0,0.0,3,20 303,3,20 ,242,01,E,NIVELII,1140086,10623,01,16.77,0
P0323,PRESTO,3.358302,-76.530092,50,25.0,0,25.0,7.48,0,7.48,0.0,0.0,3,20 302,2,20 ,261,01,P,NIVELII,1139479,10677,01,7.48,0
E10598,Av piedra grande casa 25,3.36173,-76.532982,75,37.5,0,37.5,11.23,0,11.23,0.0,0.0,3,20 302,2,20 ,242,01,E,NIVELII,1142615,10644,01,11.23,0
E2592,CRA 73 N? 6-31,3.391862,-76.543946,75,37.5,0,37.5,12.11,0,12.11,0.0,0.0,3,16 303,3,16 ,252,01,E,NIVELII,1099701,8115,01,25.7,0
E10034,CALLE 76 N 36-16,3.388924,-76.521199,112.5,56.25,0,56.25,34.94,0,34.94,0.0,0.0,3,16 314,14,16 ,245,01,E,NIVELII,5017289,9159,01,37.46,0
P4253,CRA 85A N?  13A-65,3.382312,-76.536441,75,37.5,0,37.5,19.89,0,19.89,0.0,0.0,3,16 309,9,16 ,249,01,P,NIVELII,1132458,8842,01,23.86,0
E18084,C 54        49       01                          -,3.394717,-76.511884,112.5,56.25,0,56.25,27.5,0,27.5,0.0,0.0,3,10 317,17,10 ,001,01,E,,2012391,21829,01,42.55,0
E14337,Calle 55 CRa 43,3.399011,-76.50509,112.5,56.25,0,56.25,27.5,0,27.5,0.0,0.0,3,10 317,17,10 ,230,01,T,NIVELII,5302757,7447,01,42.55,0
P10442,,3.391992,-76.537567,150,75.0,0,75.0,36.05,0,36.05,0.0,0.0,3,16 317,17,16 ,254,01,P,,6452698,16982,07,36.05,0
P10798,R CENTRO  ACONDICIONAMIENTO ESTETICO K105 14-12500,3.364747,-76.534794,150,75.0,0,75.0,33.55,0,33.55,0.0,0.0,3,20 303,3,20 ,242,01,P,,6485677,17837,07,33.55,0
E18460,C 56G       47A      30                          -,3.393382,-76.506132,112.5,56.25,0,56.25,27.5,0,27.5,0.0,0.0,3,10 317,17,10 ,001,01,E,,2192811,22880,01,42.55,0
E8231,K038C      018      000       0,3.384076,-76.526622,112.5,56.25,0,56.25,112.5,0,112.5,0.0,0.0,3,16 314,14,16 ,249,01,E,NIVELII,1104578,24257,01,112.5,0
E21074,,3.35953,-76.535624,225,112.5,0,112.5,33.68,0,33.68,0.0,0.0,3,20 302,2,20 ,001,01,1,,2407329,27105,07,33.68,0
P3863,CR 112 CL 15B,3.357153,-76.54048,45,22.5,0,22.5,6.74,0,6.74,0.0,0.0,3,20 302,2,20 ,261,01,P,NIVELII,1142755,10527,01,6.74,0
E15793,C alameda casa65,3.356944,-76.542046,75,37.5,0,37.5,16.77,0,16.77,0.0,0.0,3,20 303,3,20 ,261,01,E,NIVELII,1139924,20195,01,16.77,0
P6925,K085B      016      026       0,3.380486,-76.527941,45,22.5,0,22.5,45,0,45.0,0.0,0.0,3,16 314,14,16 ,249,01,P,NIVELII,5161894,11625,01,45,0
E15967,CRA 85 N? 6-04,3.38024,-76.54228,75,37.5,0,37.5,19.89,0,19.89,0.0,0.0,3,16 309,9,16 ,250,01,E,NIVELII,1107798,17473,01,23.86,0
E70005,Cra 66 No. 12-35,3.398305,-76.53874,75,37.5,0,37.5,19.8,0,19.8,0.0,0.0,3,16 308,8,16 ,258,01,E,NIVELII,1022288,21643,01,23.64,0
P10876,C  3        96       70                          0,3.372796,-76.548918,30,15.0,0,15.0,8.05,0,8.05,0.0,0.0,3,20 304,4,20 ,001,01,P,,6740782,18611,01,8.38,0
P5642,CALLE 13 N? 72-29,3.391878,-76.538333,37.5,18.75,0,18.75,9.01,0,9.01,0.0,0.0,2,16 317,17,16 ,251,01,P,NIVELII,5065283,8056,01,9.01,0
P1193,CRA 72 N? 10-19,3.392792,-76.54404,112.5,56.25,0,56.25,27.04,0,27.04,0.0,0.0,3,16 317,17,16 ,254,01,P,NIVELII,1023021,8084,01,27.04,0
E18922,K 46        56G      98                          -,3.394178,-76.504055,75,37.5,0,37.5,18.34,0,18.34,0.0,0.0,3,10 317,17,10 ,001,01,E,,2204371,23474,01,28.37,0
P8929,CR 86.CASAGRANDE,3.379096,-76.523369,150,75.0,0,75.0,30.15,0,30.15,0.0,0.0,3,16 315,15,16 ,246,01,P,NIVELII,5299420,9225,07,54.81,0
E17849,C 54A       48B      50                          -,3.395627,-76.510479,112.5,56.25,0,56.25,27.5,0,27.5,0.0,0.0,3,10 317,17,10 ,001,01,E,,2012308,21114,01,42.55,0
E18463,C 56G       49C      00                          -,3.391297,-76.508324,112.5,56.25,0,56.25,27.5,0,27.5,0.0,0.0,3,10 317,17,10 ,001,01,E,,2210398,22907,01,42.55,0
E10633,CRA 85 N 43-05,3.380938,-76.519321,112.5,56.25,0,56.25,34.94,0,34.94,0.0,0.0,3,16 314,14,16 ,245,01,E,NIVELII,5073511,9201,01,37.46,0
E18278,CRA 75 N? 13B-40,3.39017,-76.535516,75,37.5,0,37.5,12.11,0,12.11,0.0,0.0,3,16 303,3,16 ,251,01,E,NIVELII,1023501,28202,01,25.7,0
P4075,CR 115 16B-99,3.353441,-76.53492,37.5,18.75,0,18.75,5.61,0,5.61,0.0,0.0,2,20 302,2,20 ,261,01,P,NIVELII,1143093,10549,01,5.61,0
P9068,K68 #13b-30,3.396045,-76.534608,112.5,56.25,0,56.25,29.7,0,29.7,0.0,0.0,3,16 308,8,16 ,253,01,P,NIVELII,5305306,8759,07,35.45,0
P7035,cra80 cl13b,3.384047,-76.534799,315,157.5,0,157.5,83.52,0,83.52,0.0,0.0,3,16 309,9,16 ,249,01,P,NIVELII,5188431,19580,07,100.22,0
E17295,,3.388479,-76.528269,225,112.5,0,112.5,45.86,0,45.86,0.0,0.0,3,16 306,6,16 ,263,01,E,,6462952,17121,07,69.6,0
P11185,,3.370375,-76.5216,300,150.0,0,150.0,67.89,0,67.89,0.0,0.0,3,24 305,5,24 ,001,01,P,,1407945,18540,07,69.46,0
P6160,CAI CIUDAD JARDIN,3.365861,-76.531394,75,37.5,0,37.5,11.23,0,11.23,0.0,0.0,3,20 302,2,20 ,242,01,P,NIVELII,5065739,10713,01,11.23,0
P5874,AV EL PRADO,3.366328,-76.536716,45,22.5,0,22.5,12.08,0,12.08,0.0,0.0,3,20 304,4,20 ,242,01,P,NIVELII,5030358,10752,01,12.57,0
P5932,K112A C12,3.358359,-76.542223,37.5,18.75,0,18.75,8.39,0,8.39,0.0,0.0,2,20 303,3,20 ,242,01,P,NIVELII,5073570,10616,01,8.39,0
E7866,CALLE 13B N? 84-57,3.383414,-76.535077,112.5,56.25,0,56.25,29.83,0,29.83,0.0,0.0,3,16 309,9,16 ,249,01,E,NIVELII,1132539,8845,01,35.79,0
P12284,K113         9       70                          0,3.355824,-76.545612,75,37.5,0,37.5,20.82,0,20.82,0.0,0.0,3,20 305,5,20 ,001,01,P,,2187345,25835,01,21.13,0
E15679,,3.394658,-76.516353,112.5,56.25,0,56.25,23.12,0,23.12,0.0,0.0,3,16 305,5,16 ,237,01,E,,6772293,17778,01,37.1,0
P4257,Av san juaquin 105-250,3.364165,-76.53352,50,25.0,0,25.0,7.48,0,7.48,0.0,0.0,3,20 302,2,20 ,242,01,P,NIVELII,1139177,10666,01,7.48,0
P9343,C13        115      500       0,3.354092,-76.539004,37.5,18.75,0,18.75,10.41,0,10.41,0.0,0.0,2,20 305,5,20 ,261,01,P,NIVELII,1114131,12229,01,10.57,0
P14286,C 18       106       05                          0,3.362755,-76.530966,150,75.0,0,75.0,22.45,0,22.45,0.0,0.0,3,20 302,2,20 ,001,01,2,,2515890,27222,01,22.45,0
E18525,K 50        56G      00                          -,3.390281,-76.510059,75,37.5,0,37.5,18.34,0,18.34,0.0,0.0,3,10 317,17,10 ,001,01,E,,2210550,23222,01,28.37,0
P13448,,3.375846,-76.545076,112.5,56.25,0,56.25,30.19,0,30.19,0.0,0.0,3,20 304,4,20 ,001,01,P,,2354179,25432,01,31.43,0
E19098,K 85C 1     55B      27                          -,3.380594,-76.509107,112.5,56.25,0,56.25,22.62,0,22.62,0.0,0.0,3,16 315,15,16 ,001,01,E,,2203553,23909,01,41.11,0
P7224,Cr105#11-56,3.364166,-76.541365,315,157.5,0,157.5,84.53,0,84.53,0.0,0.0,3,20 304,4,20 ,242,01,P,NIVELII,5181348,10779,07,88,0
P14488,K 85C   -   56       48                          0,3.380286,-76.506857,112.5,56.25,0,56.25,22.62,0,22.62,0.0,0.0,3,16 315,15,16 ,001,01,2,,2523337,27708,01,41.11,0
P13837,RGUALANDAY                                       0,3.383913,-76.510243,112.5,56.25,0,56.25,22.62,0,22.62,0.0,0.0,3,16 315,15,16 ,001,01,2,,2359286,26155,01,41.11,0
E13821,U.R ANUANI,3.396252,-76.548204,150,75.0,0,75.0,39.6,0,39.6,0.0,0.0,3,16 308,8,16 ,285,01,E,NIVELII,1094858,26689,02,47.27,0
P13675,K 14B       85       35                          0,3.381076,-76.532962,225,112.5,0,112.5,59.66,0,59.66,0.0,0.0,3,16 309,9,16 ,001,01,P,,2374196,25863,07,71.58,0
P4616,C013       100      100       0,3.36995,-76.537243,45,22.5,0,22.5,12.08,0,12.08,0.0,0.0,3,20 304,4,20 ,242,01,P,,5053986,20511,01,12.57,0
E17100,RTRAFO 9 PARCLN.VILLAS DEL RIO LILI              0,3.356486,-76.548551,75,37.5,0,37.5,20.82,0,20.82,0.0,0.0,3,20 305,5,20 ,001,01,E,,5240603,19499,07,21.13,0
P5415,C 13A       69       33                          -,3.394028,-76.537369,45,22.5,0,22.5,10.81,0,10.81,0.0,0.0,3,16 317,17,16 ,254,01,P,NIVELII,1023241,8059,01,10.81,0
P13670,K 83E       53A      35AB    C                   0,3.38349,-76.511339,112.5,56.25,0,56.25,22.62,0,22.62,0.0,0.0,3,16 315,15,16 ,001,01,P,,2359120,25782,01,41.11,0
P13475,C 25        85B     100                          0,3.381071,-76.525982,150,75.0,0,75.0,150,0,150.0,0.0,0.0,2,16 314,14,16 ,001,01,P,,2355914,25301,07,150,0
E16419,,3.385845,-76.529502,75,37.5,0,37.5,19.89,0,19.89,0.0,0.0,3,16 309,9,16 ,249,01,E,,6361277,18339,01,23.86,0
E21262,K95        25       000       0,3.374363,-76.526059,25,12.5,0,12.5,5.59,0,5.59,0.0,0.0,2,16 314,14,16 ,264,01,1,NIVELII,6771033,28075,01,5.59,0
P1485,CRA 72 N? 10BIS -21,3.392727,-76.543401,75,37.5,0,37.5,18.02,0,18.02,0.0,0.0,3,16 317,17,16 ,254,01,P,NIVELII,1023047,8085,01,18.02,0
P3537,cl13b1 cra85,3.383139,-76.534388,150,75.0,0,75.0,39.77,0,39.77,0.0,0.0,3,16 309,9,16 ,249,01,P,NIVELII,1132547,8938,02,47.72,0
P4084,CRA 85C N? 13B-85,3.38114,-76.534561,30,15.0,0,15.0,7.95,0,7.95,0.0,0.0,3,16 309,9,16 ,249,01,P,NIVELII,1132717,8865,01,9.54,0
P13918,K 72        13       66                          0,3.392101,-76.537807,45,22.5,0,22.5,10.81,0,10.81,0.0,0.0,3,16 317,17,16 ,001,01,2,,2388235,26417,01,10.81,0
P9657,K116       016      025                          0,3.354012,-76.518485,75,37.5,0,37.5,16.97,0,16.97,0.0,0.0,3,24 305,5,24 ,001,01,P,,5024897,22279,07,17.37,0
P13938,C 16       106       72                          0,3.361959,-76.53165,45,22.5,0,22.5,6.74,0,6.74,0.0,0.0,3,20 302,2,20 ,001,01,2,,6720153,26398,01,6.74,0
E17263,K102        44       65                          -,3.364756,-76.519342,112.5,56.25,0,56.25,22.62,0,22.62,0.0,0.0,3,16 315,15,16 ,001,01,E,,6757227,19862,01,41.11,0
P10423,RC.R.BAGATELLE K105#11-65                        -,3.364031,-76.541417,225,112.5,0,112.5,60.38,0,60.38,0.0,0.0,3,20 304,4,20 ,001,01,P,,6437354,17035,07,62.86,0
P11953,C 52       120       21                          0,3.350063,-76.510337,15,7.5,0,7.5,3.39,0,3.39,0.0,0.0,2,24 305,5,24 ,001,01,P,NIVELII,2088398,20966,01,3.47,0
P13459,,3.366115,-76.527823,112.5,56.25,0,56.25,16.84,0,16.84,0.0,0.0,3,20 302,2,20 ,265,01,P,,6477755,25368,01,16.84,0
P5432,cra85  cl12,3.381034,-76.539161,400,200.0,0,200.0,106.06,0,106.06,0.0,0.0,3,16 309,9,16 ,260,01,P,NIVELII,5199140,8951,07,127.26,0
P3032,CONJUNTO,3.375956,-76.549949,225,112.5,0,112.5,60.38,0,60.38,0.0,0.0,3,20 304,4,20 ,273,01,P,NIVELII,1107437,10886,02,62.86,0
P7371,cl14 cra85c,3.380869,-76.53349,75,37.5,0,37.5,19.89,0,19.89,0.0,0.0,3,16 309,9,16 ,249,01,P,NIVELII,5190037,8931,07,23.86,0
P3439,AVD. CASCAJAL,3.358581,-76.533871,112.5,56.25,0,56.25,16.84,0,16.84,0.0,0.0,3,20 302,2,20 ,242,01,P,NIVELII,1143174,10556,01,16.84,0
P11804,RSAN ANDRESITO SUR                               -,3.38705,-76.5404,800,400.0,0,400.0,163.07,0,163.07,0.0,0.0,3,16 306,6,16 ,001,01,P,,1578405,20262,07,247.48,0
P12076,C018       106      046                          0,3.362341,-76.531815,300,150.0,0,150.0,44.9,0,44.9,0.0,0.0,3,20 302,2,20 ,001,01,P,,2104431,21561,07,44.9,0
P5241,CRA 99,3.371454,-76.546236,75,37.5,0,37.5,20.13,0,20.13,0.0,0.0,3,20 304,4,20 ,282,01,P,NIVELII,5042879,15357,01,20.95,0
E17102,C  6       112B     100                          -,3.358057,-76.545848,75,37.5,0,37.5,20.82,0,20.82,0.0,0.0,3,20 305,5,20 ,001,01,E,,5241031,22844,07,21.13,0
P2550,C17        114B     500       0,3.353459,-76.533101,15,7.5,0,7.5,4.16,0,4.16,0.0,0.0,2,20 305,5,20 ,261,01,P,NIVELII,1114441,12258,01,4.23,0
P12505,K109        42       03                          -,3.358901,-76.518218,112.5,56.25,0,56.25,21.93,0,21.93,0.0,0.0,3,24 305,5,24 ,001,01,P,,1770225,22935,01,21.93,0
P3568,R HDA. CURACAO                0,3.352907,-76.466899,10,5.0,0,5.0,1.61,0,1.61,0.0,0.0,2,10 319,19,10 ,001,01,P,NIVELII,1215655,12804,01,3.44,0
E13626,,3.385456,-76.465325,50,25.0,0,25.0,12.88,0,12.88,0.0,0.0,2,10 319,19,10 ,001,01,E,,1073575,12783,01,19.56,0
E9040,,3.38199,-76.46748,50,25.0,0,25.0,12.88,0,12.88,0.0,0.0,2,10 319,19,10 ,001,01,E,,1073605,12786,01,19.56,0
E5465,,3.382563,-76.46713,25,12.5,0,12.5,6.44,0,6.44,0.0,0.0,2,10 319,19,10 ,001,01,E,,1073591,12785,01,9.78,0
E16876,R EL ESTERO                   0,3.362535,-76.472684,75,37.5,0,37.5,12.04,0,12.04,0.0,0.0,2,10 319,19,10 ,001,01,E,NIVELII,1073711,20781,01,25.82,0
E3125,,3.356095,-76.471343,50,25.0,0,25.0,8.03,0,8.03,0.0,0.0,2,10 319,19,10 ,001,01,E,NIVELII,2157691,24474,01,17.21,0
E15181,R COLMUNDO RADIO VIA  NAVRRO  0,3.387042,-76.464703,15,7.5,0,7.5,3.86,0,3.86,0.0,0.0,2,10 319,19,10 ,001,01,E,NIVELII,5232783,12782,01,5.87,0
E20432,RDireccion NO DISPONIBLE ---- 0,3.380675,-76.471298,75,37.5,0,37.5,19.32,0,19.32,0.0,0.0,3,10 319,19,10 ,001,01,1,NIVELII,5047633,27621,01,29.34,0
P12727,RPLANTA TRATAMIENTO LIXIVIADOS BASURERO NAVARRO  0,3.381864,-76.488983,300,150.0,0,150.0,57.7,0,57.7,0.0,0.0,3,16 304,4,16 ,001,01,P,,2229404,23603,07,105.37,0
E10161,R VIA ESTERO                  0,3.388458,-76.464949,10,5.0,0,5.0,2.58,0,2.58,0.0,0.0,2,10 319,19,10 ,001,01,E,NIVELII,1073559,12781,01,3.91,0
P7762,R VIA NAVARRO                 0,3.397994,-76.466919,150,75.0,0,75.0,38.63,0,38.63,0.0,0.0,3,10 319,19,10 ,001,01,P,NIVELII,5213401,12774,01,58.68,0
E9687,RVIA A NAVARRO                0,3.351263,-76.478227,50,25.0,0,25.0,8.03,0,8.03,0.0,0.0,2,10 319,19,10 ,001,01,E,NIVELII,5114632,21946,01,17.21,0
P10842,REL ESTERO                    0,3.361216,-76.47329,150,75.0,0,75.0,24.09,0,24.09,0.0,0.0,3,10 319,19,10 ,001,01,P,NIVELII,5080941,18053,02,51.63,0
E13311,R EL ESTERO                   0,3.362589,-76.471126,45,22.5,0,22.5,7.23,0,7.23,0.0,0.0,3,10 319,19,10 ,001,01,E,NIVELII,1073702,8316,01,15.49,0
P4423,R VIA JAUJA COMFEN. VALLE LILI0,3.361743,-76.499186,75,37.5,0,37.5,16.97,0,16.97,0.0,0.0,2,24 305,5,24 ,001,01,P,NIVELII,5138876,11830,01,17.37,0
P14266,RAVDA. LOS MANGOS CASA #48 VEREDA LA CAROLINA    0,3.357966,-76.499952,112.5,56.25,0,56.25,25.46,0,25.46,0.0,0.0,3,24 305,5,24 ,001,01,2,,2513200,27217,07,26.05,0
P3484,REL ESTERO - VALLE DEL LILI   0,3.370852,-76.489097,112.5,56.25,0,56.25,25.46,0,25.46,0.0,0.0,3,24 305,5,24 ,001,01,P,NIVELII,1260898,11834,01,26.05,0
P2606,R HACIENDA EL MADRONO.        0,3.360776,-76.486422,75,37.5,0,37.5,16.97,0,16.97,0.0,0.0,2,24 305,5,24 ,001,01,P,NIVELII,1260928,11836,01,17.37,0
E20229,R LA HACIENDA                 0,3.360963,-76.473655,50,25.0,0,25.0,8.03,0,8.03,0.0,0.0,3,10 319,19,10 ,001,01,1,NIVELII,1073729,26825,01,17.21,0
P13090,RFINCA STA MARTHA SIAGRO S.A VRDA.MORGAN- ESTERO00,3.356692,-76.473759,45,22.5,0,22.5,7.23,0,7.23,0.0,0.0,3,10 319,19,10 ,001,01,P,,5140421,24558,01,15.49,0
P2344,R HACIENDA EL MADRONO.        0,3.366247,-76.48568,45,22.5,0,22.5,10.18,0,10.18,0.0,0.0,3,24 305,5,24 ,001,01,P,NIVELII,1260901,11835,01,10.42,0
E15182,RVIA A NAVARRO                0,3.354472,-76.47652,10,5.0,0,5.0,1.61,0,1.61,0.0,0.0,2,10 319,19,10 ,001,01,E,,5114713,15917,01,3.44,0
P4329,R EL ESTERO                   0,3.361547,-76.473119,15,7.5,0,7.5,2.41,0,2.41,0.0,0.0,2,10 319,19,10 ,001,01,P,NIVELII,1215540,12798,01,5.16,0
P57015,R VIA NAVARRRO HDA PRIMAVERA  0,3.373002,-76.46982,30,15.0,0,15.0,7.73,0,7.73,0.0,0.0,2,10 319,19,10 ,001,01,P,NIVELII,5169054,12792,01,11.74,0
E4424,,3.398008,-76.466497,25,12.5,0,12.5,6.44,0,6.44,0.0,0.0,2,10 319,19,10 ,001,01,E,,1071114,12776,01,9.78,0
P5814,centro deportivo canas gordas,3.364163,-76.493663,300,150.0,0,150.0,67.89,0,67.89,0.0,0.0,3,24 305,5,24 ,001,01,P,NIVELII,5080118,8563,07,69.46,0
E17877,R CULT HDA LAS PALMA          0,3.356163,-76.476059,50,25.0,0,25.0,8.03,0,8.03,0.0,0.0,2,10 319,19,10 ,001,01,E,NIVELII,1073788,21270,01,17.21,0
P12918,RPOZO HDA SANTA MARTHA-VDA EL ESTERO CRGTO NAV 0 0,3.359418,-76.472891,45,22.5,0,22.5,7.23,0,7.23,0.0,0.0,3,10 319,19,10 ,001,01,P,,2232031,24604,01,15.49,0
E17932,basurero navarro,3.375407,-76.499169,75,37.5,0,37.5,14.42,0,14.42,0.0,0.0,3,16 304,4,16 ,001,01,E,NIVELII,5278759,21911,01,26.34,0
P1151,R HDA. SANTAMARTA             0,3.357611,-76.476882,10,5.0,0,5.0,1.61,0,1.61,0.0,0.0,2,10 319,19,10 ,001,01,P,NIVELII,1073770,12807,01,3.44,0
P1327,R JAUJA-DETRAS COMFENALCO LILI0,3.358827,-76.498664,100,50.0,0,50.0,22.63,0,22.63,0.0,0.0,3,24 305,5,24 ,001,01,P,NIVELII,1260847,11831,01,23.15,0
P12654,RS/E. ALFEREZ REAL II- E.E.BOGOTA ESP.           -,3.369964,-76.498027,75,37.5,0,37.5,16.97,0,16.97,0.0,0.0,3,24 305,5,24 ,001,01,P,,2225425,23335,07,17.37,0
E17227,,3.391819,-76.465965,37.5,18.75,0,18.75,9.66,0,9.66,0.0,0.0,2,10 319,19,10 ,001,01,E,,1073516,20474,01,14.67,0
P4462,R VIA ESTERO                  0,3.378555,-76.4724,15,7.5,0,7.5,3.86,0,3.86,0.0,0.0,2,10 319,19,10 ,001,01,P,NIVELII,1215531,12790,01,5.87,0
P1667,R EST BOMB MELENDEZ           0,3.398535,-76.465821,75,37.5,0,37.5,19.32,0,19.32,0.0,0.0,2,10 319,19,10 ,001,01,P,NIVELII,1071106,12775,01,29.34,0
P5011,RDireccion NO DISPONIBLE ---- 0,3.380597,-76.472351,15,7.5,0,7.5,3.86,0,3.86,0.0,0.0,2,10 319,19,10 ,001,01,P,NIVELII,5031150,12789,01,5.87,0
P249,RNAVARRO EL ESTERO - BENJAMIN VELEZ              -,3.357263,-76.471,200,100.0,0,100.0,32.12,0,32.12,0.0,0.0,3,10 319,19,10 ,001,01,P,,1215639,15914,01,68.84,0
P6427,RCLUB CA7AS GORDAS            0,3.364274,-76.494855,45,22.5,0,22.5,10.18,0,10.18,0.0,0.0,2,24 305,5,24 ,001,01,P,NIVELII,5007372,11833,01,10.42,0
P2688,R 250M COL INMACULAD          0,3.439492,-76.620207,25,12.5,0,12.5,10.49,0,10.49,0.0,0.0,2,01 305,5,01 ,001,01,P,NIVELII,1229931,14355,01,13.09,0
E15029,RPUEBLO NUEVO                 0,3.431417,-76.623596,50,25.0,0,25.0,20.98,0,20.98,0.0,0.0,2,01 305,5,01 ,001,01,E,NIVELII,5109345,14383,01,26.17,0
P9682,RFRENTE COLEGIO PICHINDE                         0,3.438838,-76.620513,10,5.0,0,5.0,4.2,0,4.2,0.0,0.0,2,01 305,5,01 ,001,01,P,NIVELII,6364683,14356,01,5.23,0
E6510,R DESV CARRET PICHIN          0,3.438417,-76.617625,75,37.5,0,37.5,31.46,0,31.46,0.0,0.0,2,01 305,5,01 ,001,01,E,NIVELII,1229958,14349,01,39.26,0
E19432,R VEREDA LA CAJITA            0,3.447402,-76.618392,37.5,18.75,0,18.75,15.73,0,15.73,0.0,0.0,3,01 305,5,01 ,001,01,E,NIVELII,1229851,25622,01,19.63,0
E16503,,3.442389,-76.620326,25,12.5,0,12.5,10.49,0,10.49,0.0,0.0,2,01 305,5,01 ,001,01,E,,2319195,24468,01,13.09,0
E9176,R DESV VERE CAJITA            0,3.446216,-76.613312,15,7.5,0,7.5,6.29,0,6.29,0.0,0.0,2,01 305,5,01 ,001,01,E,NIVELII,1229842,21499,01,7.85,0
E17861,RVEREDA SAN JORGE             0,3.436769,-76.614102,50,25.0,0,25.0,20.98,0,20.98,0.0,0.0,2,01 305,5,01 ,001,01,E,NIVELII,5199743,21264,01,26.17,0
E16314,,3.435885,-76.615478,15,7.5,0,7.5,6.29,0,6.29,0.0,0.0,2,01 305,5,01 ,001,01,E,,6720005,17839,01,7.85,0
E15035,RVEREDA SAN JORGE             0,3.43219,-76.611778,25,12.5,0,12.5,10.49,0,10.49,0.0,0.0,2,01 305,5,01 ,001,01,E,NIVELII,5197881,14381,01,13.09,0
P15000,,3.429249,-76.62318,25,12.5,0,12.5,8.49,0,8.49,0.0,0.0,2,01 305,5,01 ,001,01,P,,6747281,17918,01,8.68,0
P4178,R ENTRADA EL FARO             0,3.418531,-76.603919,15,7.5,0,7.5,6.29,0,6.29,0.0,0.0,2,01 305,5,01 ,001,01,P,NIVELII,1229338,14684,01,7.85,0
P4281,R YARUMO                      0,3.416891,-76.6072,15,7.5,0,7.5,6.29,0,6.29,0.0,0.0,2,01 305,5,01 ,001,01,P,NIVELII,1229290,14688,01,7.85,0
P5217,RVEREDA CABUYAL               0,3.409809,-76.600912,15,7.5,0,7.5,4.95,0,4.95,0.0,0.0,2,11 301,1,11 ,001,01,P,NIVELII,5030536,4322,01,6.34,0
E15069,RVEREDA EL PORVENIR           0,3.448538,-76.640451,25,12.5,0,12.5,7.03,0,7.03,0.0,0.0,2,01 314,14,01 ,001,01,E,NIVELII,1227459,23986,01,12.77,0
E15025,RV. PE7AS BLANCAS             0,3.434693,-76.630072,75,37.5,0,37.5,31.46,0,31.46,0.0,0.0,2,01 305,5,01 ,001,01,E,NIVELII,5109523,14389,01,39.26,0
E15020,,3.431228,-76.636168,15,7.5,0,7.5,6.29,0,6.29,0.0,0.0,2,01 305,5,01 ,001,01,E,,6063888,15723,01,7.85,0
