codTrafo,dirTrafo,latTrafo,lngTrafo,potencia,potenciaDisponible,potenciaSoliAprobadas,potenciaNeta,demandaEnergiaUno,energiaEntregarHora,energiaDisponible,pctPotencia,pctEnergia,fases,codCircuito,circuito,codSubE,codBarrio,codCiudad,codPropietario,formTrafo,nodoTrafo,codTrafoDis,codigoTipoApoyo,demandaEnergiaDos,energiaEntregarHoraPico
P4679,cl11 cra 55a,3.40722,-76.53891,225,112.5,0,112.5,51.96,0,51.96,0.0,0.0,3,05 310,10,05 ,248,01,P,NIVELII,5015880,4507,02,51.96,0
P4240,Cra 37A No. 14-29,3.41996,-76.527008,75,37.5,0,37.5,31.45,0,31.45,0.0,0.0,3,04 312,12,04 ,147,01,P,NIVELII,1199200,4980,01,33.56,0
P8422,cll  25  cra 18,3.437821,-76.518805,112.5,56.25,0,56.25,32.13,0,32.13,0.0,0.0,3,04 305,5,04 ,111,01,P,NIVELII,5278074,3315,07,32.13,0
P12965,C 32        11D      56                          0,3.447443,-76.513123,150,75.0,0,75.0,54.69,0,54.69,0.0,0.0,3,04 306,6,04 ,001,01,P,NIVELI,2234513,24328,01,54.69,0
P12318,RPLANTA BOMBEO NAVARRO - TR.25 27A-40            -,3.436159,-76.518531,225,112.5,0,112.5,94.35,0,94.35,0.0,0.0,3,04 312,12,04 ,001,01,P,,2189178,22376,02,100.69,0
E16998,K034       014      064                          0,3.42235,-76.526857,112.5,56.25,0,56.25,47.17,0,47.17,0.0,0.0,3,04 312,12,04 ,147,01,E,NIVELII,1089056,19648,01,50.34,0
P11817,K 43         5C      87                          -,3.419426,-76.544512,112.5,56.25,0,56.25,14.2,0,14.2,0.0,0.0,3,05 317,17,05 ,001,01,P,,1788205,20321,01,14.2,0
E10586,SIN,3.44553,-76.505968,112.5,56.25,0,56.25,45.51,0,45.51,0.0,0.0,3,04 307,7,04 ,122,01,E,NIVELII,6223451,16546,01,46,0
P12982,Cra 13 Calle 26,3.446645,-76.517733,15,7.5,0,7.5,1.64,0,1.64,0.0,0.0,2,03 314,14,03 ,117,01,P,NIVELII,5173329,2524,01,1.64,0
P10645,,3.44105,-76.537477,150,75.0,0,75.0,32.04,0,32.04,0.0,0.0,3,01 309,9,01 ,001,01,P,NIVELI,6277217,23605,01,32.04,0
P3159,C RRAL IX TAPA 4,3.407754,-76.540293,112.5,56.25,0,56.25,18.3,0,18.3,0.0,0.0,3,05 315,15,05 ,314,01,P,NIVELII,1093037,2847,02,18.3,0
P6886,cra44a cl10,3.415094,-76.538092,400,200.0,0,200.0,92.38,0,92.38,0.0,0.0,3,05 310,10,05 ,302,01,P,NIVELII,5150833,14211,07,92.38,0
E9094,CL 47 43A-99,3.411038,-76.51807,45,22.5,0,22.5,9.36,0,9.36,0.0,0.0,3,05 304,4,05 ,170,01,E,NIVELII,1091042,4039,01,15.02,0
E16283,Av. Circunvalar Parque del Acueducto,3.447088,-76.54587,37.5,18.75,0,18.75,7.09,0,7.09,0.0,0.0,2,11 302,2,11 ,046,01,E,NIVELII,5023874,18071,01,10.7,0
P12254,C 14B       53       12                          0,3.403769,-76.53074,75,37.5,0,37.5,13.56,0,13.56,0.0,0.0,3,16 311,11,16 ,294,01,P,,6761496,22281,01,27.89,0
P7349,k25 6-102,3.435107,-76.537956,75,37.5,0,37.5,16.02,0,16.02,0.0,0.0,3,01 309,9,01 ,297,01,P,NIVELII,5190452,730,07,16.02,0
P10688,C014       033A     085                          0,3.422336,-76.527147,30,15.0,0,15.0,12.58,0,12.58,0.0,0.0,3,04 312,12,04 ,001,01,P,NIVELI,5573793,17564,01,13.42,0
P13773,K 44         5A      66                          0,3.419162,-76.546673,75,37.5,0,37.5,9.47,0,9.47,0.0,0.0,3,05 317,17,05 ,001,01,2,NIVELI,5833035,26560,01,9.47,0
P6836,cll4a 34 53,3.4337,-76.544769,150,75.0,0,75.0,39.86,0,39.86,0.0,0.0,3,01 306,6,01 ,294,01,P,NIVELII,5212880,243,07,39.86,0
E9960,Cra 24C No. 6-130,3.442794,-76.547262,45,22.5,0,22.5,9.15,0,9.15,0.0,0.0,3,01 310,10,01 ,045,01,E,NIVELII,5025346,595,01,9.15,0
P7291,cr25e 8 95 0est.,3.434557,-76.549976,75,37.5,0,37.5,19.93,0,19.93,0.0,0.0,3,01 306,6,01 ,308,01,P,NIVELII,5251290,13326,07,19.93,0
E8259,CRA 10-1 OESTE 107,3.446869,-76.542029,75,37.5,0,37.5,33.14,0,33.14,0.0,0.0,3,01 313,13,01 ,033,01,E,NIVELII,1061020,1018,01,40.95,0
P3297,CRA 23C N 15-11,3.434201,-76.525551,45,22.5,0,22.5,16.53,0,16.53,0.0,0.0,3,04 302,2,04 ,131,01,P,NIVELII,1017624,3030,01,16.53,0
E12025,Cra 61 Calle 11,3.401859,-76.540552,75,37.5,0,37.5,20.32,0,20.32,0.0,0.0,3,05 312,12,05 ,248,01,E,NIVELII,1021885,22288,02,20.32,0
P11818,C  9        29       13                          -,3.431227,-76.535711,75,37.5,0,37.5,16.02,0,16.02,0.0,0.0,3,01 309,9,01 ,001,01,P,NIVELI,1760602,20416,01,16.02,0
E1477,Calle 23 Cra 17,3.442954,-76.519557,50,25.0,0,25.0,18.23,0,18.23,0.0,0.0,2,04 306,6,04 ,136,01,E,NIVELII,1008846,2989,01,18.23,0
E19186,CALLE 50 CON CRA 42,3.404557,-76.505444,25,12.5,0,12.5,5.76,0,5.76,0.0,0.0,2,10 310,10,10 ,228,01,1,NIVELII,5197520,26758,01,9.53,0
P4989,COOTRAEMCALI,3.428947,-76.52729,225,112.5,0,112.5,94.35,0,94.35,0.0,0.0,3,04 312,12,04 ,152,01,P,NIVELII,5024501,5065,07,100.69,0
P0363,calle 19B N. 24-40,3.433589,-76.521135,75,37.5,0,37.5,31.45,0,31.45,0.0,0.0,3,04 312,12,04 ,143,01,P,NIVELII,1018213,3881,01,33.56,0
P3466,Cra 4 Calle 10 oeste,3.446765,-76.548558,150,75.0,0,75.0,62.93,0,62.93,0.0,0.0,3,01 305,5,01 ,293,01,P,NIVELII,1064045,12027,01,78.52,0
E10610,Cra 49 No. 12B-10,3.410094,-76.535136,75,37.5,0,37.5,12.11,0,12.11,0.0,0.0,3,05 312,12,05 ,151,01,E,NIVELII,5091217,4581,01,25.7,0
P4399,K56 #5-93,3.409111,-76.546399,150,75.0,0,75.0,49.5,0,49.5,0.0,0.0,3,05 315,15,05 ,313,01,P,NIVELII,1210122,2873,07,63.37,0
P3141,U.R. CUARTO LEGUA,3.406801,-76.548022,315,157.5,0,157.5,103.95,0,103.95,0.0,0.0,3,05 315,15,05 ,303,01,P,NIVELII,1115596,2894,02,133.08,0
P9705,CL10#24-96,3.432101,-76.531926,45,22.5,0,22.5,9.61,0,9.61,0.0,0.0,2,01 309,9,01 ,299,01,P,NIVELII,5200717,13216,07,9.61,0
P3071,C 29        15       35                          0,3.444618,-76.51582,112.5,56.25,0,56.25,41.02,0,41.02,0.0,0.0,3,04 306,6,04 ,116,01,P,NIVELII,1013670,3369,01,41.02,0
P9893,K025E      008     O000                          0,3.435022,-76.549346,75,37.5,0,37.5,19.93,0,19.93,0.0,0.0,3,01 306,6,01 ,308,01,P,NIVELII,5091756,13325,07,19.93,0
E4789,C006       014A     026       0,3.442659,-76.536051,100,50.0,0,50.0,21.36,0,21.36,0.0,0.0,3,01 309,9,01 ,036,01,E,NIVELII,1061143,479,01,21.36,0
P7838,cll 5 30-06,3.433587,-76.542607,75,37.5,0,37.5,15.24,0,15.24,0.0,0.0,3,01 310,10,01 ,294,01,P,NIVELII,5230501,727,07,15.24,0
P14653,C  7     O  31       08                          0,3.437428,-76.547766,150,75.0,0,75.0,30.48,0,30.48,0.0,0.0,3,01 306,6,01 ,001,01,2,,2838893,28037,01,30.48,0
E8115,C41 #47c-29,3.404556,-76.517798,112.5,56.25,0,56.25,23.12,0,23.12,0.0,0.0,3,16 305,5,16 ,231,01,E,NIVELII,1099329,8351,01,37.1,0
E9053,Calle 41 no. 39B-34,3.415547,-76.50632,112.5,56.25,0,56.25,27.99,0,27.99,0.0,0.0,3,10 316,16,10 ,234,01,E,NIVELII,1099647,7356,01,41.88,0
E8006,Cra 51 Calle 42B,3.401041,-76.522302,112.5,56.25,0,56.25,20.34,0,20.34,0.0,0.0,3,16 311,11,16 ,235,01,E,NIVELII,5042411,9009,01,41.83,0
E10506,CL 26 47-03,3.408418,-76.521702,112.5,56.25,3.7,52.55,23.4,3.7,19.7,6.577777777777778,15.811965811965814,3,05 304,4,05 ,171,01,E,NIVELII,1091930,4008,01,37.56,3.7
E6039,Calle 12C No. 34-24,3.423165,-76.530679,112.5,56.25,0,56.25,29.34,0,29.34,0.0,0.0,3,05 313,13,05 ,146,01,E,NIVELII,1101447,4769,01,29.34,0
E19240,CRA 32A CON CALLE 42D,3.417913,-76.500365,150,75.0,0,75.0,44.53,0,44.53,0.0,0.0,3,10 312,12,10 ,192,01,E,NIVELII,5007747,25408,02,51.75,0
E18770,Cra 14 no. 2-31,3.443538,-76.542513,112.5,56.25,0,56.25,22.86,0,22.86,0.0,0.0,3,01 310,10,01 ,031,01,E,NIVELII,1059530,24042,01,22.86,0
E13671,CRA 24B # 26B - 96,3.432711,-76.516897,50,25.0,0,25.0,19.88,0,19.88,0.0,0.0,2,04 308,8,04 ,165,01,E,NIVELII,1024191,20905,01,22.4,0
E5890,Calle 15 Cra 31,3.426739,-76.526158,75,37.5,0,37.5,31.45,0,31.45,0.0,0.0,3,04 312,12,04 ,147,01,E,NIVELII,1089293,5006,01,33.56,0
E3970,TRASV 15 N.25-105,3.430824,-76.523448,75,37.5,0,37.5,31.45,0,31.45,0.0,0.0,3,04 312,12,04 ,153,01,E,NIVELII,1018507,3903,01,33.56,0
E20690,D022      T029      069                          0,3.437639,-76.512864,112.5,56.25,0,56.25,45.51,0,45.51,0.0,0.0,3,04 307,7,04 ,114,01,1,NIVELII,1015133,27548,01,46,0
E16871,CRA 14 OESTE N? 7-13,3.444215,-76.546319,75,37.5,0,37.5,19.93,0,19.93,0.0,0.0,2,01 306,6,01 ,031,01,E,NIVELII,1053973,20861,01,19.93,0
E1807,CRA 13 N? 4-02,3.444541,-76.537657,150,75.0,0,75.0,26.72,0,26.72,0.0,0.0,3,01 307,7,01 ,034,01,E,NIVELII,1057138,294,01,26.72,0
E3966,Calle 32 No. 30-04,3.426471,-76.511949,112.5,56.25,0,56.25,44.74,0,44.74,0.0,0.0,3,04 309,9,04 ,163,01,E,NIVELII,1025252,3765,01,50.41,0
E18841,Calle 17 No. 31-76,3.426065,-76.52449,112.5,56.25,0,56.25,47.17,0,47.17,0.0,0.0,3,04 312,12,04 ,142,01,E,NIVELII,1089374,24147,02,50.34,0
E7729,Cra 27 No. 33F-69,3.433456,-76.506486,112.5,56.25,0,56.25,38.38,0,38.38,0.0,0.0,3,04 303,3,04 ,188,01,E,NIVELII,1241974,7389,01,51.81,0
E14188,C8 #44a-76,3.416172,-76.540977,75,37.5,0,37.5,12.2,0,12.2,0.0,0.0,3,05 315,15,05 ,311,01,E,NIVELII,1009753,2766,01,12.2,0
E6801,trsv 29d#d29c-14,3.434533,-76.511514,75,37.5,0,37.5,24.26,0,24.26,0.0,0.0,3,04 304,4,04 ,167,01,E,NIVELII,1000217,11909,01,33.93,0
E16976,Cra 43 No. 39A-35,3.40963,-76.514184,112.5,56.25,0,56.25,27.99,0,27.99,0.0,0.0,3,10 316,16,10 ,232,01,E,NIVELII,5135559,7397,01,41.88,0
E11656,CALLE 3A N? 18-06,3.441913,-76.538407,112.5,56.25,0,56.25,24.03,0,24.03,0.0,0.0,3,01 309,9,01 ,035,01,E,NIVELII,1055933,20911,01,24.03,0
E8505,Calle 41 Cra 42a,3.410195,-76.511889,112.5,56.25,0,56.25,27.99,0,27.99,0.0,0.0,3,10 316,16,10 ,233,01,E,NIVELII,1099523,7369,01,41.88,0
P003,CL13 #8-26,3.449103,-76.530569,100,50.0,0,50.0,-19.22,0,-19.22,0.0,0.0,3,06 311,11,06 ,040,01,P,,1168649,15750,07,-19.22,0
E16160,K 53         9C      80                          0,3.408827,-76.540484,112.5,56.25,0,56.25,25.98,0,25.98,0.0,0.0,3,05 310,10,05 ,314,01,E,,6761097,18238,01,25.98,0
E10727,Calle 7 No. 27-70,3.432715,-76.537627,112.5,56.25,0,56.25,22.86,0,22.86,0.0,0.0,3,01 310,10,01 ,297,01,E,NIVELII,5047137,664,01,22.86,0
E17948,Calle 13 No. 45-221,3.413252,-76.533006,112.5,56.25,0,56.25,30.48,0,30.48,0.0,0.0,3,05 312,12,05 ,144,01,E,NIVELII,5182115,21229,01,30.48,0
E20729,Diag 23 T 9,3.428766,-76.530528,112.5,56.25,0,56.25,20.22,0,20.22,0.0,0.0,3,05 313,13,05 ,299,01,1,NIVELII,1102010,27823,01,38.28,0
E6413,CRA 26 CALLE 26,3.430747,-76.518976,50,25.0,0,25.0,20.97,0,20.97,0.0,0.0,2,04 308,8,04 ,165,01,E,NIVELII,1024400,3644,01,22.37,0
E18719,cll51-42b-05,3.403319,-76.50565,112.5,56.25,0,56.25,21.64,0,21.64,0.0,0.0,3,16 304,4,16 ,228,01,E,NIVELII,5010039,23572,01,39.51,0
E16105,CRA 13 N? 7-41,3.444471,-76.534273,150,75.0,0,75.0,26.72,0,26.72,0.0,0.0,3,01 307,7,01 ,036,01,E,NIVELII,1057189,17772,02,26.72,0
E1979,C39a #47c-27,3.40552,-76.519003,75,37.5,0,37.5,15.41,0,15.41,0.0,0.0,3,16 305,5,16 ,231,01,E,NIVELII,5154791,8355,01,24.73,0
E11430,Calle 14C Cra 37,3.421477,-76.52669,112.5,56.25,0,56.25,47.17,0,47.17,0.0,0.0,3,04 312,12,04 ,147,01,E,NIVELII,1089021,4986,01,50.34,0
E9572,Cra 50 No. 17-20,3.405966,-76.526043,112.5,56.25,0,56.25,20.34,0,20.34,0.0,0.0,3,05 322,22,05 ,255,01,E,NIVELII,5010357,9108,01,41.83,0
E9519,Calle 40 No. 39-24,3.415946,-76.507384,112.5,56.25,0,56.25,27.99,0,27.99,0.0,0.0,3,10 316,16,10 ,234,01,E,NIVELII,1100947,7378,01,41.88,0
E2700,CRA 17 F N? 27 - 16,3.439561,-76.516743,75,37.5,0,37.5,27.35,0,27.35,0.0,0.0,3,04 306,6,04 ,111,01,E,NIVELII,1013301,3326,01,27.35,0
E14996,CRA 13 N? 11-58,3.444493,-76.530197,150,75.0,0,75.0,26.72,0,26.72,0.0,0.0,3,01 307,7,01 ,036,01,E,NIVELII,1057308,310,02,26.72,0
E14540,Cra 25 No. 2-152,3.437188,-76.542768,150,75.0,0,75.0,30.48,0,30.48,0.0,0.0,3,01 310,10,01 ,294,01,E,NIVELII,1058703,6647,02,30.48,0
E2237,Calle 31 No. 25A-08,3.431134,-76.512767,100,50.0,0,50.0,35.11,0,35.11,0.0,0.0,3,04 309,9,04 ,168,01,E,NIVELII,1027506,3867,01,44.77,0
E7660,Calle 13C No. 47-18,3.410919,-76.530932,75,37.5,0,37.5,20.32,0,20.32,0.0,0.0,3,05 312,12,05 ,145,01,E,NIVELII,1010549,4600,01,20.32,0
E193,CRA 28 CALLE 17A,3.429325,-76.524233,112.5,56.25,0,56.25,47.17,0,47.17,0.0,0.0,3,04 312,12,04 ,142,01,E,NIVELII,1018493,20666,01,50.34,0
E6332,CALLE 32B N? 15-67,3.444463,-76.512272,75,37.5,0,37.5,30.34,0,30.34,0.0,0.0,3,04 307,7,04 ,116,01,E,NIVELII,5043140,3486,01,30.67,0
E20685,C018       037A     041       0,3.419691,-76.523256,112.5,56.25,0,56.25,47.17,0,47.17,0.0,0.0,3,04 312,12,04 ,001,01,1,NIVELI,1089927,27296,01,50.34,0
E8051,diag30#35-93,3.423564,-76.50662,112.5,56.25,0,56.25,36.38,0,36.38,0.0,0.0,3,04 304,4,04 ,176,01,E,NIVELII,1028332,3172,01,50.89,0
E8491,CRA 16 N?  39-23,3.443712,-76.5063,75,37.5,0,37.5,30.34,0,30.34,0.0,0.0,3,04 307,7,04 ,122,01,E,NIVELII,1017071,3549,01,30.67,0
E14040,cr42A#51-05,3.403711,-76.505188,75,37.5,0,37.5,14.42,0,14.42,0.0,0.0,3,16 304,4,16 ,228,01,E,NIVELII,5028531,8287,01,26.34,0
E12336,CR 43 16-08,3.413129,-76.524808,75,37.5,0,37.5,16.12,0,16.12,0.0,0.0,3,05 304,4,05 ,156,01,E,NIVELII,5194288,3958,01,16.52,0
E17599,K041       045      500       0,3.410889,-76.505318,112.5,56.25,0,56.25,28.81,0,28.81,0.0,0.0,3,10 313,13,10 ,234,01,E,NIVELII,1098306,20751,01,42.17,0
E9406,CALLE 49 CON CRA 41 E,3.406448,-76.504534,112.5,56.25,0,56.25,25.94,0,25.94,0.0,0.0,3,10 310,10,10 ,228,01,E,NIVELII,1095790,16061,01,42.89,0
E5019,CRA 41A # 30C - 30,3.416839,-76.514567,100,50.0,0,50.0,39.77,0,39.77,0.0,0.0,3,04 308,8,04 ,169,01,E,NIVELII,1091611,3734,01,44.81,0
E17534,Calle 44 No. 28D-111,3.429421,-76.503603,112.5,56.25,0,56.25,38.38,0,38.38,0.0,0.0,3,04 303,3,04 ,187,01,E,NIVELII,5254817,21054,01,51.81,0
P4033,CRA 42 N? 9-17,3.418973,-76.539034,75,37.5,0,37.5,9.14,0,9.14,0.0,0.0,3,05 318,18,05 ,300,01,P,NIVELII,1007157,5264,01,9.14,0
E3781,CALLE 29 # 26 - 06,3.430585,-76.515292,75,37.5,0,37.5,29.83,0,29.83,0.0,0.0,3,04 308,8,04 ,164,01,E,NIVELII,1025481,3650,01,33.61,0
E7047,Calle 44 # 25 - 04,3.437501,-76.500763,150,75.0,0,75.0,33.79,0,33.79,0.0,0.0,3,04 303,3,04 ,180,01,E,NIVELII,1068121,3139,01,52.16,0
E18696,Calle 13A Cra 40B,3.417571,-76.530511,75,37.5,0,37.5,28.66,0,28.66,0.0,0.0,3,05 314,14,05 ,140,01,E,NIVELII,1088807,23632,02,29.38,0
E18592,CRA 29 CON CALLE 31A,3.428254,-76.512569,45,22.5,0,22.5,17.9,0,17.9,0.0,0.0,3,04 308,8,04 ,163,01,E,NIVELII,1025520,24824,01,20.16,0
E15599,K023B      003      007       0,3.439521,-76.53979,112.5,56.25,0,56.25,24.03,0,24.03,0.0,0.0,3,01 309,9,01 ,295,01,E,NIVELII,1061453,16776,01,24.03,0
E16636,CR 44 26-125,3.411328,-76.520079,112.5,56.25,0,56.25,25.55,0,25.55,0.0,0.0,3,05 304,4,05 ,170,01,E,NIVELII,1202006,27773,01,26.2,0
E1158,CALLE 29 # 34 - 34,3.421647,-76.515947,77,38.5,0,38.5,30.62,0,30.62,0.0,0.0,3,04 308,8,04 ,162,01,E,NIVELII,1024884,3611,01,34.5,0
E12395,CRA 19 N? 15-44,3.438905,-76.525547,112.5,56.25,0,56.25,32.13,0,32.13,0.0,0.0,3,04 305,5,04 ,132,01,E,NIVELII,1011545,3234,01,32.13,0
E12729,CRA 29 # 30A - 49,3.42864,-76.513903,112.5,56.25,0,56.25,44.74,0,44.74,0.0,0.0,3,04 308,8,04 ,168,01,E,NIVELII,5218276,3657,01,50.41,0
E14559,Calle 5B No. 25-79,3.435049,-76.540445,112.5,56.25,0,56.25,22.86,0,22.86,0.0,0.0,3,01 310,10,01 ,296,01,E,NIVELII,1192302,657,02,22.86,0
E14278,CRA15A#44-113,3.443751,-76.501681,150,75.0,0,75.0,33.69,0,33.69,0.0,0.0,3,07 311,11,07 ,124,01,E,NIVELII,1081250,16070,01,47.65,0
P2552,Urbanizacion Alhambra,3.419271,-76.532059,225,112.5,0,112.5,58.67,0,58.67,0.0,0.0,3,05 313,13,05 ,150,01,P,NIVELII,1101200,4730,02,58.67,0
E13069,Calle 53 No. 28E-61,3.42846,-76.501432,112.5,56.25,0,56.25,39.49,0,39.49,0.0,0.0,3,04 309,9,04 ,186,01,E,NIVELII,5833086,3821,01,50.37,0
E4310,CALLE 17  CRA 14,3.443726,-76.524475,100,50.0,0,50.0,28.56,0,28.56,0.0,0.0,3,04 305,5,04 ,137,01,E,NIVELII,1012487,3304,02,28.56,0
P8961,Calle 14A No. 50-64,3.406691,-76.529485,112.5,56.25,0,56.25,20.34,0,20.34,0.0,0.0,3,05 322,22,05 ,256,01,P,NIVELII,5303192,4664,01,41.83,0
E1120,Calle 11-14,3.435884,-76.530738,100,50.0,0,50.0,36.74,0,36.74,0.0,0.0,3,04 302,2,04 ,131,01,E,NIVELII,1117939,3078,01,36.74,0
E11223,CR 44 CL 23,3.411734,-76.523183,112.5,56.25,0,56.25,23.4,0,23.4,0.0,0.0,3,05 304,4,05 ,155,01,E,NIVELII,5175127,3963,01,37.56,0
P11531,Calle16 No. 53-100,3.404546,-76.527286,112.5,56.25,0,56.25,20.34,0,20.34,0.0,0.0,3,16 311,11,16 ,255,01,P,NIVELII,5254507,19870,01,41.83,0
E16898,CRA 24C  AV. CIRCUNVALAR,3.441545,-76.548096,75,37.5,0,37.5,19.93,0,19.93,0.0,0.0,3,01 306,6,01 ,308,01,E,NIVELII,1058541,27230,01,19.93,0
E70004,,3.432354,-76.500558,75,37.5,0,37.5,13.48,0,13.48,0.0,0.0,3,07 307,7,07 ,001,01,E,,6378099,26019,01,25.52,0
E8481,CRA 15 CALLE 32B,3.44526,-76.512347,75,37.5,0,37.5,30.34,0,30.34,0.0,0.0,3,04 307,7,04 ,116,01,E,NIVELII,1015621,3528,01,30.67,0
E9880,Cra 20-13,3.438533,-76.522047,112.5,56.25,0,56.25,41.33,0,41.33,0.0,0.0,3,04 302,2,04 ,134,01,E,NIVELII,1017446,3017,01,41.33,0
P2998,Cra 24D No. 4-85,3.4405,-76.544704,45,22.5,0,22.5,9.15,0,9.15,0.0,0.0,3,01 310,10,01 ,294,01,P,NIVELII,5025656,603,01,9.15,0
E16450,CALLE 64  CRA 42A,3.402355,-76.504125,112.5,56.25,0,56.25,27.5,0,27.5,0.0,0.0,3,10 317,17,10 ,228,01,E,,5300118,11161,01,42.55,0
E12963,CRA 6 N 3-89,3.4479,-76.538232,112.5,56.25,0,56.25,49.71,0,49.71,0.0,0.0,3,01 314,14,01 ,033,01,E,NIVELII,1057936,1032,01,61.42,0
E2930,Calle 15B-39,3.434868,-76.524445,75,37.5,0,37.5,24.17,0,24.17,0.0,0.0,3,04 302,2,04 ,131,01,E,NIVELII,1017608,3027,01,26.4,0
P7729,FUNERARIA LOS OLIVOS,3.408438,-76.534996,225,112.5,0,112.5,60.96,0,60.96,0.0,0.0,3,05 312,12,05 ,248,01,P,NIVELII,5221439,4689,07,60.96,0
E18254,CRA 32 N? 8-08,3.428129,-76.537711,112.5,56.25,0,56.25,29.34,0,29.34,0.0,0.0,3,05 313,13,05 ,297,01,E,NIVELII,6357041,28158,01,29.34,0
P11860,C  5A       42A      54                          -,3.421079,-76.547217,150,75.0,0,75.0,18.93,0,18.93,0.0,0.0,3,05 317,17,05 ,001,01,P,,1472640,21843,01,18.93,0
E19346,C8 #45-88,3.41533,-76.542682,112.5,56.25,0,56.25,18.3,0,18.3,0.0,0.0,3,05 315,15,05 ,311,01,E,NIVELII,1209329,25220,01,18.3,0
E8039,Calle 12 No. 33-12,3.425109,-76.531567,112.5,56.25,0,56.25,29.34,0,29.34,0.0,0.0,3,05 313,13,05 ,299,01,E,NIVELII,1101692,4740,01,29.34,0
E16054,CRA 42 # 3 A - 35,3.423013,-76.549539,75,37.5,0,37.5,31.88,0,31.88,0.0,0.0,3,11 303,3,11 ,291,01,E,NIVELII,1008081,18758,01,31.88,0
E13860,Cra 27 No. 2A-40,3.435802,-76.543972,150,75.0,6.2,68.8,30.48,6.2,24.28,8.266666666666666,20.341207349081365,3,01 310,10,01 ,294,01,E,NIVELII,1058622,18914,02,30.48,6.2
E4438,CALLE 30A CRA 41C,3.415912,-76.514859,75,37.5,0,37.5,29.83,0,29.83,0.0,0.0,3,04 308,8,04 ,169,01,E,NIVELII,1091697,3736,01,33.61,0
E20854,,3.449566,-76.535951,300,150.0,0,150.0,28.39,0,28.39,0.0,0.0,3,06 305,5,06 ,038,01,1,,1169904,27874,07,28.39,0
E16894,Cra 26N Calle 44,3.433932,-76.501195,75,37.5,0,37.5,13.48,0,13.48,0.0,0.0,3,07 307,7,07 ,185,01,E,NIVELII,1067583,5792,01,25.52,0
E13480,C042A       43A       1       0,3.407341,-76.512679,112.5,56.25,0,56.25,28.81,0,28.81,0.0,0.0,3,10 313,13,10 ,232,01,E,NIVELII,5135630,19562,01,42.17,0
E11544,CRA 15 N? 33A-19,3.445235,-76.511499,75,37.5,0,37.5,30.34,0,30.34,0.0,0.0,3,04 307,7,04 ,116,01,E,NIVELII,1015346,18880,01,30.67,0
E20667,Calle 9 No. 63B-34,3.400814,-76.544623,112.5,56.25,0,56.25,29.7,0,29.7,0.0,0.0,3,16 308,8,16 ,312,01,1,NIVELII,5192048,27254,02,35.45,0
P4742,Cra 56 No. 13C-49,3.404715,-76.533678,75,37.5,0,37.5,13.56,0,13.56,0.0,0.0,3,05 322,22,05 ,240,01,P,NIVELII,1219936,4673,01,27.89,0
E601,C43 K46b,3.404555,-76.514944,200,100.0,0,100.0,41.11,0,41.11,0.0,0.0,3,16 305,5,16 ,231,01,E,NIVELII,1098918,8362,02,65.95,0
E8397,Calle 33C No. 24-01,3.43641,-76.510038,75,37.5,0,37.5,25.58,0,25.58,0.0,0.0,3,04 303,3,04 ,115,01,E,NIVELII,5159377,3112,01,34.54,0
E3662,RK.23 3A-82 CLUB NOEL - SIN SERVICIO             0,3.439482,-76.538615,225,112.5,0,112.5,32.83,0,32.83,0.0,0.0,3,01 309,9,01 ,035,01,E,NIVELII,1057006,283,02,80.66,0
P8985,c6 24a-06,3.436503,-76.539099,800,400.0,0,400.0,162.59,0,162.59,0.0,0.0,3,01 310,10,01 ,296,01,P,NIVELII,5304571,755,07,162.59,0
E7579,CRA 33B # 26B - 146,3.422707,-76.517482,75,37.5,0,37.5,29.83,0,29.83,0.0,0.0,3,04 308,8,04 ,162,01,E,NIVELII,1024825,3710,01,33.61,0
E16801,Cra 30 No. 29B-50,3.426136,-76.509033,112.5,56.25,0,56.25,44.74,0,44.74,0.0,0.0,3,04 309,9,04 ,172,01,E,NIVELII,1025741,26979,01,50.41,0
E13065,Calle 52 No. 28D-81,3.428958,-76.501698,112.5,56.25,0,56.25,39.49,0,39.49,0.0,0.0,3,04 309,9,04 ,187,01,E,NIVELII,5248183,3820,01,50.37,0
E14083,CRA 29A # 25 - 40,3.428403,-76.519619,112.5,56.25,0,56.25,44.74,0,44.74,0.0,0.0,3,04 308,8,04 ,162,01,E,NIVELII,1024574,3687,01,50.41,0
P11126,K 48A       26    -  49   1                      -,3.407484,-76.521655,225,112.5,0,112.5,46.8,0,46.8,0.0,0.0,3,05 304,4,05 ,171,01,P,,6764550,18432,07,75.12,0
E20264,CRA 37 N? 5B2,3.42806,-76.542918,45,22.5,0,22.5,5.49,0,5.49,0.0,0.0,3,05 318,18,05 ,290,01,1,NIVELII,1003895,27171,01,5.49,0
P11367,,3.449309,-76.533415,630,315.0,0,315.0,115.16,0,115.16,0.0,0.0,3,06 314,14,06 ,041,01,2,,1169599,27146,07,115.16,0
E7860,CALLE 12 N? 12-47,3.44507,-76.530136,225,112.5,0,112.5,40.08,0,40.08,0.0,0.0,3,01 307,7,01 ,039,01,E,NIVELII,1057405,329,02,40.08,0
E20336,CALLE 5 N? 38 ESQ,3.428402,-76.544985,112.5,56.25,0,56.25,17.48,0,17.48,0.0,0.0,3,05 308,8,05 ,290,01,1,NIVELII,1004077,26965,01,17.48,0
